Name,Title,URL,Views,Likes,Comment_Count,Downloadable_Link
Krish Naik,Day 10 LSTM Practical Implementation In NLP ApplicationKrish Naik,https://www.youtube.com/watch?v=k3_qIfRogyY,8.1K,307,21,https://drive.google.com/file/d/1gGDAR1V_l2uZlMsuWqJ8VfhO78NPzHli/view?usp=sharing
Krish Naik,Live QA Ask Anything,https://www.youtube.com/watch?v=o3cDrAXxcGE,5K,249,18,https://drive.google.com/file/d/1SO4raknTtjuN3PCTKVwCduN5v3Ba8xK9/view?usp=sharing
Krish Naik,Blockchain Hackathon 50 In Collaboration With Neo iNeuron Intelligence  Telusko,https://www.youtube.com/watch?v=8M1d8C5Dzug,2.5K,62,11,https://drive.google.com/file/d/1w003ugk3RKGyizcV9N3iv9_FIwQe-jbO/view?usp=sharing
Krish Naik,Live QA Ask Anything,https://www.youtube.com/watch?v=bHcBzEkTZ1s&t=11s,8.7K,356,37,https://drive.google.com/file/d/1SO4raknTtjuN3PCTKVwCduN5v3Ba8xK9/view?usp=sharing
Krish Naik,Can We Have Multiple Constructors In Python,https://www.youtube.com/watch?v=2_FqpMbKxf8,5.1K,238,27,https://drive.google.com/file/d/1apWGgKX3DXjNA8iEfQ6CmsDn4YSuYX3r/view?usp=sharing
Krish Naik,Announcing Job Guaranteed Full Stack Javascript Web Developer Hitesh Choudhary July 10th,https://www.youtube.com/watch?v=4-QDspUXS9A,6.1K,113,33,https://drive.google.com/file/d/1h-FGdrulZJonXrAwhsuOWb5qQwaLxONB/view?usp=sharing
Krish Naik,600k Subscriber Live Celebration,https://www.youtube.com/watch?v=WfmFoTKBw90&t=18s,6.9K,293,47,https://drive.google.com/file/d/1vH5PsPLae2tdKoPJT2hX8pluqnaWla4B/view?usp=sharing
Krish Naik,Announcing Job Guaranteed Big Data Bootcamp iNeuron Intelligence ELearning Bridge,https://www.youtube.com/watch?v=DIvvHPO1Tyo&t=67s,12K,284,127,https://drive.google.com/file/d/1uPmtzS88aPua5gx67rloVRi7vpK5-Xxp/view?usp=sharing
Krish Naik,Day 9Word Embedding Layer And LSTM Practical Implementation In NLP ApplicationKrish Naik,https://www.youtube.com/watch?v=FWQ2SvE-nbM,16K,428,30,https://drive.google.com/file/d/1NkTlNpi_ndirwViCxmBEZAQNJ3tWKjem/view?usp=sharing
Krish Naik,Day 8LSTM Recurrent Neural Network In Depth Intuition And NLP ApplicationKrish Naik,https://www.youtube.com/watch?v=FLjn0H2bCvA,8.9K,336,17,https://drive.google.com/file/d/1jsQfmZVbSHh841ABHKXxZYc4Nu-Zpx-E/view?usp=sharing
Krish Naik,Biggest Announcement In Techneuron OTT Platform iNeuron Intelligence,https://www.youtube.com/watch?v=41jyTiVDZ_k,7.1K,240,77,https://drive.google.com/file/d/17wJJy0GAY4xgQppsSGCfhB0SZkGKF5TF/view?usp=sharing
Krish Naik,Day 7BackPropogration In Recurrent Neural Network And NLP ApplicationKrish Naik,https://www.youtube.com/watch?v=1vB7VjB20cc,7.4K,330,11,https://drive.google.com/file/d/1UrnSnkFtu4oQVX0Q5xJONjWG4bfBLLZW/view?usp=sharing
Krish Naik,Day 6Recurrent Neural Network Indepth Intuition And NLP ApplicationKrish Naik,https://www.youtube.com/watch?v=ZwYtqTaZ2io,9.6K,444,18,https://drive.google.com/file/d/19wVBXrATQ5GaoRQ7CBBhYDuw_jNnY2Fl/view?usp=sharing
Krish Naik,AIML Live Hackathon iNeuron,https://www.youtube.com/watch?v=GVg9f2LHSuI,48K,937,38,https://drive.google.com/file/d/1ALdACf12dPgS05PfQmV_C-yKu02vbv-Z/view?usp=sharing
Krish Naik,Pro Tips For Data Science Interviews Part 1,https://www.youtube.com/watch?v=ZxAK52MAFI8,5.5K,361,21,https://drive.google.com/file/d/1VwcjDCOMsjP1fZzK3RznWSkVU8xLvRd1/view?usp=sharing
